word,sentiment,lexicon,words_in_lexicon
joke,negative,BING,6783
joker,negative,BING,6783
jollify,positive,BING,6783
jolly,positive,BING,6783
jolt,negative,BING,6783
jovial,positive,BING,6783
joy,positive,BING,6783
joyful,positive,BING,6783
joyfully,positive,BING,6783
joyous,positive,BING,6783
joyously,positive,BING,6783
jubilant,positive,BING,6783
jubilantly,positive,BING,6783
jubilate,positive,BING,6783
jubilation,positive,BING,6783
jubiliant,positive,BING,6783
judder,negative,BING,6783
juddering,negative,BING,6783
judders,negative,BING,6783
judicious,positive,BING,6783
jumpy,negative,BING,6783
junk,negative,BING,6783
junky,negative,BING,6783
junkyard,negative,BING,6783
justly,positive,BING,6783
jutter,negative,BING,6783
jutters,negative,BING,6783
kaput,negative,BING,6783
keen,positive,BING,6783
keenly,positive,BING,6783
keenness,positive,BING,6783
kid-friendly,positive,BING,6783
kill,negative,BING,6783
killed,negative,BING,6783
killer,negative,BING,6783
killing,negative,BING,6783
killjoy,negative,BING,6783
kills,negative,BING,6783
kindliness,positive,BING,6783
kindly,positive,BING,6783
kindness,positive,BING,6783
knave,negative,BING,6783
knife,negative,BING,6783
knock,negative,BING,6783
knotted,negative,BING,6783
knowledgeable,positive,BING,6783
kook,negative,BING,6783
kooky,negative,BING,6783
kudos,positive,BING,6783
lack,negative,BING,6783
lackadaisical,negative,BING,6783
lacked,negative,BING,6783
lackey,negative,BING,6783
lackeys,negative,BING,6783
lacking,negative,BING,6783
lackluster,negative,BING,6783
lacks,negative,BING,6783
laconic,negative,BING,6783
lag,negative,BING,6783
lagged,negative,BING,6783
lagging,negative,BING,6783
laggy,negative,BING,6783
lags,negative,BING,6783
laid-off,negative,BING,6783
lambast,negative,BING,6783
lambaste,negative,BING,6783
lame,negative,BING,6783
lame-duck,negative,BING,6783
lament,negative,BING,6783
lamentable,negative,BING,6783
lamentably,negative,BING,6783
languid,negative,BING,6783
languish,negative,BING,6783
languor,negative,BING,6783
languorous,negative,BING,6783
languorously,negative,BING,6783
lanky,negative,BING,6783
lapse,negative,BING,6783
lapsed,negative,BING,6783
lapses,negative,BING,6783
large-capacity,positive,BING,6783
lascivious,negative,BING,6783
last-ditch,negative,BING,6783
latency,negative,BING,6783
laud,positive,BING,6783
laudable,positive,BING,6783
laudably,positive,BING,6783
laughable,negative,BING,6783
laughably,negative,BING,6783
laughingstock,negative,BING,6783
lavish,positive,BING,6783
lavishly,positive,BING,6783
law-abiding,positive,BING,6783
lawbreaker,negative,BING,6783
lawbreaking,negative,BING,6783
lawful,positive,BING,6783
lawfully,positive,BING,6783
lawless,negative,BING,6783
lawlessness,negative,BING,6783
layoff,negative,BING,6783
layoff-happy,negative,BING,6783
lazy,negative,BING,6783
lead,positive,BING,6783
leading,positive,BING,6783
leads,positive,BING,6783
leak,negative,BING,6783
leakage,negative,BING,6783
leakages,negative,BING,6783
leaking,negative,BING,6783
leaks,negative,BING,6783
leaky,negative,BING,6783
lean,positive,BING,6783
lech,negative,BING,6783
lecher,negative,BING,6783
lecherous,negative,BING,6783
lechery,negative,BING,6783
led,positive,BING,6783
leech,negative,BING,6783
leer,negative,BING,6783
leery,negative,BING,6783
left-leaning,negative,BING,6783
legendary,positive,BING,6783
lemon,negative,BING,6783
lengthy,negative,BING,6783
less-developed,negative,BING,6783
lesser-known,negative,BING,6783
letch,negative,BING,6783
lethal,negative,BING,6783
lethargic,negative,BING,6783
lethargy,negative,BING,6783
leverage,positive,BING,6783
levity,positive,BING,6783
lewd,negative,BING,6783
lewdly,negative,BING,6783
lewdness,negative,BING,6783
liability,negative,BING,6783
liable,negative,BING,6783
liar,negative,BING,6783
liars,negative,BING,6783
liberate,positive,BING,6783
liberation,positive,BING,6783
liberty,positive,BING,6783
licentious,negative,BING,6783
licentiously,negative,BING,6783
licentiousness,negative,BING,6783
lie,negative,BING,6783
lied,negative,BING,6783
lier,negative,BING,6783
lies,negative,BING,6783
life-threatening,negative,BING,6783
lifeless,negative,BING,6783
lifesaver,positive,BING,6783
light-hearted,positive,BING,6783
lighter,positive,BING,6783
likable,positive,BING,6783
like,positive,BING,6783
liked,positive,BING,6783
likes,positive,BING,6783
liking,positive,BING,6783
limit,negative,BING,6783
limitation,negative,BING,6783
limitations,negative,BING,6783
limited,negative,BING,6783
limits,negative,BING,6783
limp,negative,BING,6783
lionhearted,positive,BING,6783
listless,negative,BING,6783
litigious,negative,BING,6783
little-known,negative,BING,6783
lively,positive,BING,6783
livid,negative,BING,6783
lividly,negative,BING,6783
loath,negative,BING,6783
loathe,negative,BING,6783
loathing,negative,BING,6783
loathly,negative,BING,6783
loathsome,negative,BING,6783
loathsomely,negative,BING,6783
logical,positive,BING,6783
lone,negative,BING,6783
loneliness,negative,BING,6783
lonely,negative,BING,6783
loner,negative,BING,6783
lonesome,negative,BING,6783
long-lasting,positive,BING,6783
long-time,negative,BING,6783
long-winded,negative,BING,6783
longing,negative,BING,6783
longingly,negative,BING,6783
loophole,negative,BING,6783
loopholes,negative,BING,6783
loose,negative,BING,6783
loot,negative,BING,6783
lorn,negative,BING,6783
lose,negative,BING,6783
loser,negative,BING,6783
losers,negative,BING,6783
loses,negative,BING,6783
losing,negative,BING,6783
loss,negative,BING,6783
losses,negative,BING,6783
lost,negative,BING,6783
loud,negative,BING,6783
louder,negative,BING,6783
lousy,negative,BING,6783
lovable,positive,BING,6783
lovably,positive,BING,6783
love,positive,BING,6783
loved,positive,BING,6783
loveless,negative,BING,6783
loveliness,positive,BING,6783
lovelorn,negative,BING,6783
lovely,positive,BING,6783
lover,positive,BING,6783
loves,positive,BING,6783
loving,positive,BING,6783
low-cost,positive,BING,6783
low-price,positive,BING,6783
low-priced,positive,BING,6783
low-rated,negative,BING,6783
low-risk,positive,BING,6783
lower-priced,positive,BING,6783
lowly,negative,BING,6783
loyal,positive,BING,6783
loyalty,positive,BING,6783
lucid,positive,BING,6783
lucidly,positive,BING,6783
luck,positive,BING,6783
luckier,positive,BING,6783
luckiest,positive,BING,6783
luckiness,positive,BING,6783
lucky,positive,BING,6783
lucrative,positive,BING,6783
ludicrous,negative,BING,6783
ludicrously,negative,BING,6783
lugubrious,negative,BING,6783
lukewarm,negative,BING,6783
lull,negative,BING,6783
luminous,positive,BING,6783
lumpy,negative,BING,6783
lunatic,negative,BING,6783
lunaticism,negative,BING,6783
lurch,negative,BING,6783
lure,negative,BING,6783
lurid,negative,BING,6783
lurk,negative,BING,6783
lurking,negative,BING,6783
lush,positive,BING,6783
luster,positive,BING,6783
lustrous,positive,BING,6783
luxuriant,positive,BING,6783
luxuriate,positive,BING,6783
luxurious,positive,BING,6783
luxuriously,positive,BING,6783
luxury,positive,BING,6783
lying,negative,BING,6783
lyrical,positive,BING,6783
macabre,negative,BING,6783
mad,negative,BING,6783
madden,negative,BING,6783
maddening,negative,BING,6783
maddeningly,negative,BING,6783
madder,negative,BING,6783
madly,negative,BING,6783
madman,negative,BING,6783
madness,negative,BING,6783
magic,positive,BING,6783
magical,positive,BING,6783
magnanimous,positive,BING,6783
magnanimously,positive,BING,6783
magnificence,positive,BING,6783
magnificent,positive,BING,6783
magnificently,positive,BING,6783
majestic,positive,BING,6783
majesty,positive,BING,6783
maladjusted,negative,BING,6783
maladjustment,negative,BING,6783
malady,negative,BING,6783
malaise,negative,BING,6783
malcontent,negative,BING,6783
malcontented,negative,BING,6783
maledict,negative,BING,6783
malevolence,negative,BING,6783
malevolent,negative,BING,6783
malevolently,negative,BING,6783
malice,negative,BING,6783
malicious,negative,BING,6783
maliciously,negative,BING,6783
maliciousness,negative,BING,6783
malign,negative,BING,6783
malignant,negative,BING,6783
malodorous,negative,BING,6783
maltreatment,negative,BING,6783
manageable,positive,BING,6783
maneuverable,positive,BING,6783
mangle,negative,BING,6783
mangled,negative,BING,6783
mangles,negative,BING,6783
mangling,negative,BING,6783
mania,negative,BING,6783
maniac,negative,BING,6783
maniacal,negative,BING,6783
manic,negative,BING,6783
manipulate,negative,BING,6783
manipulation,negative,BING,6783
manipulative,negative,BING,6783
manipulators,negative,BING,6783
mar,negative,BING,6783
marginal,negative,BING,6783
marginally,negative,BING,6783
martyrdom,negative,BING,6783
martyrdom-seeking,negative,BING,6783
marvel,positive,BING,6783
marveled,positive,BING,6783
marvelled,positive,BING,6783
marvellous,positive,BING,6783
marvelous,positive,BING,6783
marvelously,positive,BING,6783
marvelousness,positive,BING,6783
marvels,positive,BING,6783
mashed,negative,BING,6783
massacre,negative,BING,6783
massacres,negative,BING,6783
master,positive,BING,6783
masterful,positive,BING,6783
masterfully,positive,BING,6783
masterpiece,positive,BING,6783
masterpieces,positive,BING,6783
masters,positive,BING,6783
mastery,positive,BING,6783
matchless,positive,BING,6783
matte,negative,BING,6783
mature,positive,BING,6783
maturely,positive,BING,6783
maturity,positive,BING,6783
mawkish,negative,BING,6783
mawkishly,negative,BING,6783
mawkishness,negative,BING,6783
meager,negative,BING,6783
meaningful,positive,BING,6783
meaningless,negative,BING,6783
meanness,negative,BING,6783
measly,negative,BING,6783
meddle,negative,BING,6783
meddlesome,negative,BING,6783
mediocre,negative,BING,6783
mediocrity,negative,BING,6783
melancholy,negative,BING,6783
melodramatic,negative,BING,6783
melodramatically,negative,BING,6783
meltdown,negative,BING,6783
memorable,positive,BING,6783
menace,negative,BING,6783
menacing,negative,BING,6783
menacingly,negative,BING,6783
mendacious,negative,BING,6783
mendacity,negative,BING,6783
menial,negative,BING,6783
merciful,positive,BING,6783
mercifully,positive,BING,6783
merciless,negative,BING,6783
mercilessly,negative,BING,6783
mercy,positive,BING,6783
merit,positive,BING,6783
meritorious,positive,BING,6783
merrily,positive,BING,6783
merriment,positive,BING,6783
merriness,positive,BING,6783
merry,positive,BING,6783
mesmerize,positive,BING,6783
mesmerized,positive,BING,6783
mesmerizes,positive,BING,6783
mesmerizing,positive,BING,6783
mesmerizingly,positive,BING,6783
mess,negative,BING,6783
messed,negative,BING,6783
messes,negative,BING,6783
messing,negative,BING,6783
messy,negative,BING,6783
meticulous,positive,BING,6783
meticulously,positive,BING,6783
midget,negative,BING,6783
miff,negative,BING,6783
mightily,positive,BING,6783
mighty,positive,BING,6783
militancy,negative,BING,6783
mind-blowing,positive,BING,6783
mindless,negative,BING,6783
mindlessly,negative,BING,6783
miracle,positive,BING,6783
miracles,positive,BING,6783
miraculous,positive,BING,6783
miraculously,positive,BING,6783
miraculousness,positive,BING,6783
mirage,negative,BING,6783
mire,negative,BING,6783
misalign,negative,BING,6783
misaligned,negative,BING,6783
misaligns,negative,BING,6783
misapprehend,negative,BING,6783
misbecome,negative,BING,6783
misbecoming,negative,BING,6783
misbegotten,negative,BING,6783
misbehave,negative,BING,6783
misbehavior,negative,BING,6783
miscalculate,negative,BING,6783
miscalculation,negative,BING,6783
miscellaneous,negative,BING,6783
mischief,negative,BING,6783
mischievous,negative,BING,6783
mischievously,negative,BING,6783
misconception,negative,BING,6783
misconceptions,negative,BING,6783
miscreant,negative,BING,6783
miscreants,negative,BING,6783
misdirection,negative,BING,6783
miser,negative,BING,6783
miserable,negative,BING,6783
miserableness,negative,BING,6783
miserably,negative,BING,6783
miseries,negative,BING,6783
miserly,negative,BING,6783
misery,negative,BING,6783
misfit,negative,BING,6783
misfortune,negative,BING,6783
misgiving,negative,BING,6783
misgivings,negative,BING,6783
misguidance,negative,BING,6783
misguide,negative,BING,6783
misguided,negative,BING,6783
mishandle,negative,BING,6783
mishap,negative,BING,6783
misinform,negative,BING,6783
misinformed,negative,BING,6783
misinterpret,negative,BING,6783
misjudge,negative,BING,6783
misjudgment,negative,BING,6783
mislead,negative,BING,6783
misleading,negative,BING,6783
misleadingly,negative,BING,6783
mislike,negative,BING,6783
mismanage,negative,BING,6783
mispronounce,negative,BING,6783
mispronounced,negative,BING,6783
mispronounces,negative,BING,6783
misread,negative,BING,6783
misreading,negative,BING,6783
misrepresent,negative,BING,6783
misrepresentation,negative,BING,6783
miss,negative,BING,6783
missed,negative,BING,6783
misses,negative,BING,6783
misstatement,negative,BING,6783
mist,negative,BING,6783
mistake,negative,BING,6783
mistaken,negative,BING,6783
mistakenly,negative,BING,6783
mistakes,negative,BING,6783
mistified,negative,BING,6783
mistress,negative,BING,6783
mistrust,negative,BING,6783
mistrustful,negative,BING,6783
mistrustfully,negative,BING,6783
mists,negative,BING,6783
misunderstand,negative,BING,6783
misunderstanding,negative,BING,6783
misunderstandings,negative,BING,6783
misunderstood,negative,BING,6783
misuse,negative,BING,6783
moan,negative,BING,6783
mobster,negative,BING,6783
mock,negative,BING,6783
mocked,negative,BING,6783
mockeries,negative,BING,6783
mockery,negative,BING,6783
mocking,negative,BING,6783
mockingly,negative,BING,6783
mocks,negative,BING,6783
modern,positive,BING,6783
modest,positive,BING,6783
modesty,positive,BING,6783
molest,negative,BING,6783
molestation,negative,BING,6783
momentous,positive,BING,6783
monotonous,negative,BING,6783
monotony,negative,BING,6783
monster,negative,BING,6783
monstrosities,negative,BING,6783
monstrosity,negative,BING,6783
monstrous,negative,BING,6783
monstrously,negative,BING,6783
monumental,positive,BING,6783
monumentally,positive,BING,6783
moody,negative,BING,6783
moot,negative,BING,6783
mope,negative,BING,6783
morality,positive,BING,6783
morbid,negative,BING,6783
morbidly,negative,BING,6783
mordant,negative,BING,6783
mordantly,negative,BING,6783
moribund,negative,BING,6783
moron,negative,BING,6783
moronic,negative,BING,6783
morons,negative,BING,6783
mortification,negative,BING,6783
mortified,negative,BING,6783
mortify,negative,BING,6783
mortifying,negative,BING,6783
motionless,negative,BING,6783
motivated,positive,BING,6783
motley,negative,BING,6783
mourn,negative,BING,6783
mourner,negative,BING,6783
mournful,negative,BING,6783
mournfully,negative,BING,6783
muddle,negative,BING,6783
muddy,negative,BING,6783
mudslinger,negative,BING,6783
mudslinging,negative,BING,6783
mulish,negative,BING,6783
multi-polarization,negative,BING,6783
multi-purpose,positive,BING,6783
mundane,negative,BING,6783
murder,negative,BING,6783
murderer,negative,BING,6783
murderous,negative,BING,6783
murderously,negative,BING,6783
murky,negative,BING,6783
muscle-flexing,negative,BING,6783
mushy,negative,BING,6783
musty,negative,BING,6783
mysterious,negative,BING,6783
mysteriously,negative,BING,6783
mystery,negative,BING,6783
mystify,negative,BING,6783
myth,negative,BING,6783
nag,negative,BING,6783
nagging,negative,BING,6783
naive,negative,BING,6783
naively,negative,BING,6783
narrower,negative,BING,6783
nastily,negative,BING,6783
nastiness,negative,BING,6783
nasty,negative,BING,6783
naughty,negative,BING,6783
nauseate,negative,BING,6783
nauseates,negative,BING,6783
nauseating,negative,BING,6783
nauseatingly,negative,BING,6783
navigable,positive,BING,6783
neat,positive,BING,6783
neatest,positive,BING,6783
neatly,positive,BING,6783
nebulous,negative,BING,6783
nebulously,negative,BING,6783
needless,negative,BING,6783
needlessly,negative,BING,6783
needy,negative,BING,6783
nefarious,negative,BING,6783
nefariously,negative,BING,6783
negate,negative,BING,6783
negation,negative,BING,6783
negative,negative,BING,6783
negatives,negative,BING,6783
negativity,negative,BING,6783
neglect,negative,BING,6783
neglected,negative,BING,6783
negligence,negative,BING,6783
negligent,negative,BING,6783
nemesis,negative,BING,6783
nepotism,negative,BING,6783
nervous,negative,BING,6783
nervously,negative,BING,6783
nervousness,negative,BING,6783
nettle,negative,BING,6783
nettlesome,negative,BING,6783
neurotic,negative,BING,6783
neurotically,negative,BING,6783
nice,positive,BING,6783
nicely,positive,BING,6783
nicer,positive,BING,6783
nicest,positive,BING,6783
nifty,positive,BING,6783
niggle,negative,BING,6783
niggles,negative,BING,6783
nightmare,negative,BING,6783
nightmarish,negative,BING,6783
nightmarishly,negative,BING,6783
nimble,positive,BING,6783
nitpick,negative,BING,6783
nitpicking,negative,BING,6783
noble,positive,BING,6783
nobly,positive,BING,6783
noise,negative,BING,6783
noiseless,positive,BING,6783
noises,negative,BING,6783
noisier,negative,BING,6783
noisy,negative,BING,6783
non-confidence,negative,BING,6783
non-violence,positive,BING,6783
non-violent,positive,BING,6783
nonexistent,negative,BING,6783
nonresponsive,negative,BING,6783
nonsense,negative,BING,6783
nosey,negative,BING,6783
notably,positive,BING,6783
noteworthy,positive,BING,6783
notoriety,negative,BING,6783
notorious,negative,BING,6783
notoriously,negative,BING,6783
nourish,positive,BING,6783
nourishing,positive,BING,6783
nourishment,positive,BING,6783
novelty,positive,BING,6783
noxious,negative,BING,6783
nuisance,negative,BING,6783
numb,negative,BING,6783
nurturing,positive,BING,6783
oasis,positive,BING,6783
obese,negative,BING,6783
object,negative,BING,6783
objection,negative,BING,6783
objectionable,negative,BING,6783
objections,negative,BING,6783
oblique,negative,BING,6783
obliterate,negative,BING,6783
obliterated,negative,BING,6783
oblivious,negative,BING,6783
obnoxious,negative,BING,6783
obnoxiously,negative,BING,6783
obscene,negative,BING,6783
obscenely,negative,BING,6783
obscenity,negative,BING,6783
obscure,negative,BING,6783
obscured,negative,BING,6783
obscures,negative,BING,6783
obscurity,negative,BING,6783
obsess,negative,BING,6783
obsession,positive,BING,6783
obsessions,positive,BING,6783
obsessive,negative,BING,6783
obsessively,negative,BING,6783
obsessiveness,negative,BING,6783
obsolete,negative,BING,6783
obstacle,negative,BING,6783
obstinate,negative,BING,6783
obstinately,negative,BING,6783
obstruct,negative,BING,6783
obstructed,negative,BING,6783
obstructing,negative,BING,6783
obstruction,negative,BING,6783
obstructs,negative,BING,6783
obtainable,positive,BING,6783
obtrusive,negative,BING,6783
obtuse,negative,BING,6783
occlude,negative,BING,6783
occluded,negative,BING,6783
occludes,negative,BING,6783
occluding,negative,BING,6783
odd,negative,BING,6783
odder,negative,BING,6783
oddest,negative,BING,6783
oddities,negative,BING,6783
oddity,negative,BING,6783
oddly,negative,BING,6783
odor,negative,BING,6783
offence,negative,BING,6783
offend,negative,BING,6783
offender,negative,BING,6783
offending,negative,BING,6783
offenses,negative,BING,6783
offensive,negative,BING,6783
offensively,negative,BING,6783
offensiveness,negative,BING,6783
officious,negative,BING,6783
ominous,negative,BING,6783
ominously,negative,BING,6783
omission,negative,BING,6783
omit,negative,BING,6783
one-sided,negative,BING,6783
onerous,negative,BING,6783
onerously,negative,BING,6783
onslaught,negative,BING,6783
openly,positive,BING,6783
openness,positive,BING,6783
opinionated,negative,BING,6783
opponent,negative,BING,6783
opportunistic,negative,BING,6783
oppose,negative,BING,6783
opposition,negative,BING,6783
oppositions,negative,BING,6783
oppress,negative,BING,6783
oppression,negative,BING,6783
oppressive,negative,BING,6783
oppressively,negative,BING,6783
oppressiveness,negative,BING,6783
oppressors,negative,BING,6783
optimal,positive,BING,6783
optimism,positive,BING,6783
optimistic,positive,BING,6783
opulent,positive,BING,6783
ordeal,negative,BING,6783
orderly,positive,BING,6783
originality,positive,BING,6783
orphan,negative,BING,6783
ostracize,negative,BING,6783
outbreak,negative,BING,6783
outburst,negative,BING,6783
outbursts,negative,BING,6783
outcast,negative,BING,6783
outcry,negative,BING,6783
outdo,positive,BING,6783
outdone,positive,BING,6783
outlaw,negative,BING,6783
outmoded,negative,BING,6783
outperform,positive,BING,6783
outperformed,positive,BING,6783
outperforming,positive,BING,6783
outperforms,positive,BING,6783
outrage,negative,BING,6783
outraged,negative,BING,6783
outrageous,negative,BING,6783
outrageously,negative,BING,6783
outrageousness,negative,BING,6783
outrages,negative,BING,6783
outshine,positive,BING,6783
outshone,positive,BING,6783
outsider,negative,BING,6783
outsmart,positive,BING,6783
outstanding,positive,BING,6783
outstandingly,positive,BING,6783
outstrip,positive,BING,6783
outwit,positive,BING,6783
ovation,positive,BING,6783
over-acted,negative,BING,6783
over-awe,negative,BING,6783
over-balanced,negative,BING,6783
over-hyped,negative,BING,6783
over-priced,negative,BING,6783
over-valuation,negative,BING,6783
overact,negative,BING,6783
overacted,negative,BING,6783
overawe,negative,BING,6783
overbalance,negative,BING,6783
overbalanced,negative,BING,6783
overbearing,negative,BING,6783
overbearingly,negative,BING,6783
overblown,negative,BING,6783
overdo,negative,BING,6783
overdone,negative,BING,6783
overdue,negative,BING,6783
overemphasize,negative,BING,6783
overheat,negative,BING,6783
overjoyed,positive,BING,6783
overkill,negative,BING,6783
overloaded,negative,BING,6783
overlook,negative,BING,6783
overpaid,negative,BING,6783
overpayed,negative,BING,6783
overplay,negative,BING,6783
overpower,negative,BING,6783
overpriced,negative,BING,6783
overrated,negative,BING,6783
overreach,negative,BING,6783
overrun,negative,BING,6783
overshadow,negative,BING,6783
oversight,negative,BING,6783
oversights,negative,BING,6783
oversimplification,negative,BING,6783
oversimplified,negative,BING,6783
oversimplify,negative,BING,6783
oversize,negative,BING,6783
overstate,negative,BING,6783
overstated,negative,BING,6783
overstatement,negative,BING,6783
overstatements,negative,BING,6783
overstates,negative,BING,6783
overtake,positive,BING,6783
overtaken,positive,BING,6783
overtakes,positive,BING,6783
overtaking,positive,BING,6783
overtaxed,negative,BING,6783
overthrow,negative,BING,6783
overthrows,negative,BING,6783
overtook,positive,BING,6783
overture,positive,BING,6783
overturn,negative,BING,6783
overweight,negative,BING,6783
overwhelm,negative,BING,6783
overwhelmed,negative,BING,6783
overwhelming,negative,BING,6783
overwhelmingly,negative,BING,6783
overwhelms,negative,BING,6783
overzealous,negative,BING,6783
overzealously,negative,BING,6783
overzelous,negative,BING,6783
pain,negative,BING,6783
pain-free,positive,BING,6783
painful,negative,BING,6783
painfull,negative,BING,6783
painfully,negative,BING,6783
painless,positive,BING,6783
painlessly,positive,BING,6783
pains,negative,BING,6783
palatial,positive,BING,6783
pale,negative,BING,6783
pales,negative,BING,6783
paltry,negative,BING,6783
pamper,positive,BING,6783
pampered,positive,BING,6783
pamperedly,positive,BING,6783
pamperedness,positive,BING,6783
pampers,positive,BING,6783
pan,negative,BING,6783
pandemonium,negative,BING,6783
pander,negative,BING,6783
pandering,negative,BING,6783
panders,negative,BING,6783
panic,negative,BING,6783
panick,negative,BING,6783
panicked,negative,BING,6783
panicking,negative,BING,6783
panicky,negative,BING,6783
panoramic,positive,BING,6783
paradise,positive,BING,6783
paradoxical,negative,BING,6783
paradoxically,negative,BING,6783
paralize,negative,BING,6783
paralyzed,negative,BING,6783
paramount,positive,BING,6783
paranoia,negative,BING,6783
paranoid,negative,BING,6783
parasite,negative,BING,6783
pardon,positive,BING,6783
pariah,negative,BING,6783
parody,negative,BING,6783
partiality,negative,BING,6783
partisan,negative,BING,6783
partisans,negative,BING,6783
passe,negative,BING,6783
passion,positive,BING,6783
passionate,positive,BING,6783
passionately,positive,BING,6783
passive,negative,BING,6783
passiveness,negative,BING,6783
pathetic,negative,BING,6783
pathetically,negative,BING,6783
patience,positive,BING,6783
patient,positive,BING,6783
patiently,positive,BING,6783
patriot,positive,BING,6783
patriotic,positive,BING,6783
patronize,negative,BING,6783
paucity,negative,BING,6783
pauper,negative,BING,6783
paupers,negative,BING,6783
payback,negative,BING,6783
peace,positive,BING,6783
peaceable,positive,BING,6783
peaceful,positive,BING,6783
peacefully,positive,BING,6783
peacekeepers,positive,BING,6783
peach,positive,BING,6783
peculiar,negative,BING,6783
peculiarly,negative,BING,6783
pedantic,negative,BING,6783
peeled,negative,BING,6783
peerless,positive,BING,6783
peeve,negative,BING,6783
peeved,negative,BING,6783
peevish,negative,BING,6783
peevishly,negative,BING,6783
penalize,negative,BING,6783
penalty,negative,BING,6783
pep,positive,BING,6783
pepped,positive,BING,6783
pepping,positive,BING,6783
peppy,positive,BING,6783
peps,positive,BING,6783
perfect,positive,BING,6783
perfection,positive,BING,6783
perfectly,positive,BING,6783
perfidious,negative,BING,6783
perfidity,negative,BING,6783
perfunctory,negative,BING,6783
peril,negative,BING,6783
perilous,negative,BING,6783
perilously,negative,BING,6783
perish,negative,BING,6783
permissible,positive,BING,6783
pernicious,negative,BING,6783
perplex,negative,BING,6783
perplexed,negative,BING,6783
perplexing,negative,BING,6783
perplexity,negative,BING,6783
persecute,negative,BING,6783
persecution,negative,BING,6783
perseverance,positive,BING,6783
persevere,positive,BING,6783
personages,positive,BING,6783
personalized,positive,BING,6783
pertinacious,negative,BING,6783
pertinaciously,negative,BING,6783
pertinacity,negative,BING,6783
perturb,negative,BING,6783
perturbed,negative,BING,6783
pervasive,negative,BING,6783
perverse,negative,BING,6783
perversely,negative,BING,6783
perversion,negative,BING,6783
perversity,negative,BING,6783
pervert,negative,BING,6783
perverted,negative,BING,6783
perverts,negative,BING,6783
pessimism,negative,BING,6783
pessimistic,negative,BING,6783
pessimistically,negative,BING,6783
pest,negative,BING,6783
pestilent,negative,BING,6783
petrified,negative,BING,6783
petrify,negative,BING,6783
pettifog,negative,BING,6783
petty,negative,BING,6783
phenomenal,positive,BING,6783
phenomenally,positive,BING,6783
phobia,negative,BING,6783
phobic,negative,BING,6783
phony,negative,BING,6783
picket,negative,BING,6783
picketed,negative,BING,6783
picketing,negative,BING,6783
pickets,negative,BING,6783
picky,negative,BING,6783
picturesque,positive,BING,6783
piety,positive,BING,6783
pig,negative,BING,6783
pigs,negative,BING,6783
pillage,negative,BING,6783
pillory,negative,BING,6783
pimple,negative,BING,6783
pinch,negative,BING,6783
pinnacle,positive,BING,6783
pique,negative,BING,6783
pitiable,negative,BING,6783
pitiful,negative,BING,6783
pitifully,negative,BING,6783
pitiless,negative,BING,6783
pitilessly,negative,BING,6783
pittance,negative,BING,6783
pity,negative,BING,6783
plagiarize,negative,BING,6783
plague,negative,BING,6783
plasticky,negative,BING,6783
playful,positive,BING,6783
playfully,positive,BING,6783
plaything,negative,BING,6783
plea,negative,BING,6783
pleas,negative,BING,6783
pleasant,positive,BING,6783
pleasantly,positive,BING,6783
pleased,positive,BING,6783
pleases,positive,BING,6783
pleasing,positive,BING,6783
pleasingly,positive,BING,6783
pleasurable,positive,BING,6783
pleasurably,positive,BING,6783
pleasure,positive,BING,6783
plebeian,negative,BING,6783
plentiful,positive,BING,6783
plight,negative,BING,6783
plot,negative,BING,6783
plotters,negative,BING,6783
ploy,negative,BING,6783
plunder,negative,BING,6783
plunderer,negative,BING,6783
pluses,positive,BING,6783
plush,positive,BING,6783
plusses,positive,BING,6783
poetic,positive,BING,6783
poeticize,positive,BING,6783
poignant,positive,BING,6783
pointless,negative,BING,6783
pointlessly,negative,BING,6783
poise,positive,BING,6783
poised,positive,BING,6783
poison,negative,BING,6783
poisonous,negative,BING,6783
poisonously,negative,BING,6783
pokey,negative,BING,6783
poky,negative,BING,6783
polarisation,negative,BING,6783
polemize,negative,BING,6783
polished,positive,BING,6783
polite,positive,BING,6783
politeness,positive,BING,6783
pollute,negative,BING,6783
polluter,negative,BING,6783
polluters,negative,BING,6783
polution,negative,BING,6783
pompous,negative,BING,6783
poor,negative,BING,6783
poorer,negative,BING,6783
poorest,negative,BING,6783
poorly,negative,BING,6783
popular,positive,BING,6783
portable,positive,BING,6783
posh,positive,BING,6783
positive,positive,BING,6783
positively,positive,BING,6783
positives,positive,BING,6783
posturing,negative,BING,6783
pout,negative,BING,6783
poverty,negative,BING,6783
powerful,positive,BING,6783
powerfully,positive,BING,6783
powerless,negative,BING,6783
praise,positive,BING,6783
praiseworthy,positive,BING,6783
praising,positive,BING,6783
prate,negative,BING,6783
pratfall,negative,BING,6783
prattle,negative,BING,6783
pre-eminent,positive,BING,6783
precarious,negative,BING,6783
precariously,negative,BING,6783
precious,positive,BING,6783
precipitate,negative,BING,6783
precipitous,negative,BING,6783
precise,positive,BING,6783
precisely,positive,BING,6783
predatory,negative,BING,6783
predicament,negative,BING,6783
preeminent,positive,BING,6783
prefer,positive,BING,6783
preferable,positive,BING,6783
preferably,positive,BING,6783
prefered,positive,BING,6783
preferes,positive,BING,6783
preferring,positive,BING,6783
prefers,positive,BING,6783
prejudge,negative,BING,6783
prejudice,negative,BING,6783
prejudices,negative,BING,6783
prejudicial,negative,BING,6783
premeditated,negative,BING,6783
premier,positive,BING,6783
